,user,item,rating
88981,592,2959,5.0
5627,30,2973,5.0
79402,547,4021,4.0
32552,235,2137,5.0
58997,427,68347,4.5
66348,468,3929,4.5
22909,161,48,3.0
94731,624,76175,1.0
94718,624,73321,3.5
93449,623,595,3.5
45295,320,6874,4.0
21251,149,2485,3.5
5756,30,3608,4.0
94947,624,97328,3.0
60897,442,1409,3.5
85048,571,3981,3.5
920,13,3147,4.0
8513,56,6873,2.0
73886,516,110,4.0
24014,171,1179,3.0
43459,311,463,3.0
69904,481,117533,4.0
81903,559,349,5.0
3258,19,481,1.0
17067,111,1183,2.5
87341,580,57669,4.0
21571,150,1616,3.0
65906,468,1246,2.5
44564,312,2124,4.0
77520,537,164,4.0
22204,154,1393,4.0
46107,333,6776,5.0
34029,243,1047,2.5
89103,594,778,2.0
65855,468,1089,3.0
18829,125,2858,5.0
81399,553,84152,3.5
70528,491,253,4.0
67816,472,3210,5.0
38001,275,1377,3.0
52950,384,6157,2.5
83188,564,631,2.0
27416,199,104879,3.5
87452,581,31374,0.5
57176,412,3744,3.0
8154,53,2396,4.0
88502,587,5291,4.0
15950,102,3420,4.0
11175,73,8665,3.0
49646,363,47,5.0
70346,487,350,4.0
2595,15,127136,1.0
88127,586,849,1.5
20120,134,1073,5.0
36196,262,3535,3.0
89180,595,272,5.0
86148,576,3386,5.0
73352,510,2919,2.0
75538,524,6539,3.0
11181,73,8811,0.5
94124,624,3764,3.0
30383,214,3793,5.0
8260,55,1073,3.0
17295,111,5991,3.5
1778,15,4161,3.0
37147,268,784,2.0
15640,102,1466,4.0
58556,426,4993,5.0
89143,594,2262,2.0
73600,514,515,4.0
89725,596,6708,4.0
77960,542,109374,5.0
69284,480,6016,4.5
44767,313,3114,4.0
3809,22,457,4.5
39372,287,3157,4.0
35187,252,648,4.0
31017,220,3240,3.0
38647,283,2324,5.0
73907,516,196,4.0
23194,165,104,4.0
54639,390,1240,3.0
50090,367,3994,2.0
209,4,1210,5.0
39200,285,2947,3.0
43137,308,280,5.0
71761,503,112852,4.0
49518,361,1210,5.0
45025,316,541,3.0
14874,96,8765,4.0
18225,119,2968,4.0
68545,475,58655,1.5
76829,532,2529,2.0
21907,151,590,3.0
15982,102,3545,4.0
66930,468,78829,3.0
41170,295,1196,5.0
14203,93,1079,4.0
78442,547,25,4.5
77977,543,653,5.0
38581,282,6539,4.5
32281,232,3392,3.0
88993,592,3452,4.0
48108,353,5110,3.5
90829,603,1367,3.0
88307,587,1284,4.0
2343,15,77561,1.0
37436,268,83613,2.0
13920,91,2379,3.0
11425,73,58351,4.0
27924,204,1246,2.0
96788,648,1466,3.5
32220,232,3044,5.0
86327,577,2788,5.0
21983,152,1527,3.5
86638,580,940,3.0
2871,17,3262,4.5
59835,432,3948,4.5
78087,544,2959,4.5
80298,547,47950,3.5
59540,431,215,5.0
61435,452,5,3.0
79090,547,2727,4.0
89367,596,300,3.5
38405,281,912,5.0
54740,391,1185,5.0
34290,244,1376,4.0
20589,138,106782,4.0
23313,165,1485,4.0
5069,30,78,2.0
60632,439,5791,5.0
7892,49,173,2.0
3956,22,4963,2.5
19897,133,1207,5.0
97166,652,780,5.0
86372,577,4886,5.0
94794,624,84392,3.0
46319,339,260,3.0
1249,15,1270,5.0
16022,102,3724,4.0
55062,394,79242,3.0
25727,187,56339,5.0
38886,285,377,3.0
34108,243,2122,2.0
27537,200,5218,4.5
40970,294,7147,3.5
12727,81,1132,3.0
34384,245,1228,5.0
24160,175,1198,4.0
47587,350,2599,4.0
30236,214,1196,4.0
79307,547,3521,3.0
11528,73,71745,3.5
57577,417,6365,3.5
4694,23,32587,3.5
25285,185,1883,4.0
82255,561,2628,3.5
27308,199,68358,4.0
29613,213,4238,2.5
38381,281,231,3.0
50222,369,10,3.0
69609,481,3996,4.0
20952,145,587,5.0
85830,575,2078,4.0
91595,607,2273,3.0
26054,190,2690,4.0
43481,311,524,2.5
97558,654,653,3.5
94612,624,52730,2.5
95093,624,110826,1.5
48631,355,6539,4.0
36187,262,3344,3.5
17966,119,1587,3.0
40169,294,92,3.5
65943,468,1305,3.5
77071,534,276,2.0
91290,605,4047,3.0
91304,606,296,5.0
71298,500,4816,4.0
2483,15,100083,0.5
72969,509,3770,2.0
20000,133,72011,0.5
65820,468,946,4.0
27736,201,2420,3.0
83064,564,416,5.0
78202,544,55814,4.0
2734,17,904,4.5
44233,311,6797,3.5
96472,646,1196,5.0
57558,417,4963,4.5
12969,83,1923,2.0
40516,294,2396,4.0
71069,497,2174,2.0
57571,417,5611,4.5
20278,134,4896,4.0
14669,95,2672,3.0
9590,66,1580,3.0
70640,492,1415,3.0
96202,641,282,4.0
41656,299,1965,5.0
12074,77,356,3.5
64381,461,1717,1.5
56836,408,1967,4.0
6547,36,236,3.0
39816,292,180,4.5
8542,56,8972,2.0
32683,236,1178,5.0
8919,57,1947,5.0
13536,88,261,3.5
98141,655,4720,3.5
33868,242,2739,5.0
3484,19,1306,3.0
8060,51,3157,5.0
25437,187,290,3.0
98284,656,3909,5.0
9747,68,1073,3.0
67817,472,3224,4.0
90593,601,58559,4.5
58153,423,1663,4.0
47727,351,3624,4.0
60210,434,1285,4.0
15305,101,318,4.0
20504,137,2528,4.0
81829,558,3865,2.0
4926,26,57669,3.5
4911,26,51662,4.0
92906,615,107069,3.5
75462,523,3176,4.0
24828,178,5669,2.0
49223,358,2478,1.0
73990,516,736,5.0
29430,213,1544,4.0
11616,73,88125,4.5
52333,382,260,3.5
55253,397,8132,4.5
73671,514,1011,3.0
49820,363,2710,5.0
38590,283,17,2.5
46398,339,91630,4.0
65252,463,4809,3.0
15224,99,2539,3.0
4549,23,5816,2.5
53114,384,48518,3.5
26039,190,2433,3.0
97635,654,1375,4.0
95564,627,1645,3.5
8694,56,96110,1.0
56937,409,292,2.0
66395,468,4370,3.5
37652,270,97938,3.5
85791,575,1626,1.0
11614,73,87869,3.5
59325,430,1291,4.0
58474,425,5464,3.0
64494,461,2616,3.5
12303,77,7099,4.5
82675,563,527,3.0
19388,130,293,4.0
51934,380,60684,4.5
143,3,44191,3.5
27652,200,81847,4.5
50331,370,2640,4.0
28761,212,2944,3.0
14114,92,420,1.0
54109,388,2728,5.0
31185,222,3678,4.0
96924,648,38038,4.0
88480,587,4495,3.5
47343,346,4963,4.0
37916,273,112852,4.0
35138,251,78469,3.5
84862,569,1393,4.0
99233,664,101864,4.0
67290,472,235,4.0
61895,452,2028,4.0
66033,468,1945,3.5
18105,119,2167,3.0
7410,48,1185,4.0
23377,165,2420,4.5
85833,575,2082,2.0
40012,292,4616,4.0
69864,481,86626,4.0
38619,283,778,4.0
40040,292,6218,4.5
93765,624,1459,2.0
22348,157,1222,4.0
73841,515,3386,4.0
80676,547,104597,3.5
38716,283,7323,4.0
89981,597,2413,3.0
59670,431,2571,4.5
94146,624,3950,3.0
52121,380,91622,2.5
66877,468,64575,3.0
32312,232,3508,4.0
49254,358,2750,5.0
83796,564,2023,3.0
10303,73,407,3.5
79944,547,7881,3.5
57507,417,1580,4.0
87130,580,5902,4.5
268,4,2046,5.0
58024,422,2268,4.0
19293,128,4979,3.0
75268,522,7143,4.0
35578,255,1208,4.5
96344,643,4701,2.0
96624,647,541,5.0
80232,547,40614,2.5
70153,486,1288,5.0
7926,49,1210,3.0
17601,118,1917,4.0
80893,548,357,3.0
60167,434,1050,5.0
20206,134,2289,4.0
50693,373,2150,3.0
60357,437,616,3.0
24226,175,4246,2.0
82334,561,5952,5.0
84631,564,3814,5.0
9796,68,4995,4.0
13826,89,8528,5.0
80035,547,8781,4.0
74810,519,1753,4.5
68524,475,54259,3.0
91840,608,532,4.0
46965,345,1302,2.5
65235,463,4447,3.0
45316,320,85414,4.0
27222,199,42197,3.5
96589,647,6,4.0
89621,596,3706,3.5
12345,77,38038,3.5
69951,482,2647,5.0
10746,73,3020,4.0
9476,63,2699,4.0
90544,600,95167,4.0
65631,467,2390,3.0
5146,30,523,2.0
54044,388,2289,4.0
42269,304,223,5.0
82330,561,5630,4.0
21662,150,2881,4.0
30464,216,1207,4.0
82860,564,55,4.0
21310,149,8529,3.5
69144,480,784,2.0
22750,159,3070,3.5
49918,365,5991,5.0
41736,299,4697,5.0
18747,125,597,3.0
89351,596,163,3.5
65970,468,1479,2.5
82032,560,519,3.0
33375,240,2321,4.0
36687,263,1104,3.0
42228,303,8376,2.5
56663,407,8784,4.0
90451,599,66203,5.0
45518,324,4306,4.0
88655,587,44587,3.5
14014,91,103810,5.0
28611,212,1597,2.5
28071,205,55577,0.5
47459,348,296,3.0
48448,355,902,3.5
17193,111,3257,1.0
28842,212,3897,4.5
27969,205,1240,4.5
56940,409,307,5.0
1640,15,3435,2.5
56246,405,6448,3.5
70399,487,550,3.0
3113,19,10,3.0
41475,297,55820,2.0
68650,475,81229,3.0
29427,213,1515,2.5
12679,80,25,4.0
63173,457,1985,1.5
62580,452,6101,4.0
47596,350,2794,3.0
64531,461,2959,5.0
66531,468,6383,1.0
90507,599,88179,4.5
96863,648,5913,3.0
62257,452,3726,3.5
34319,244,8783,2.0
3385,19,1095,5.0
35460,254,208,3.0
90521,600,588,5.0
24791,178,1580,4.0
71,2,468,4.0
81571,555,719,1.0
16427,105,1962,3.0
16253,105,380,3.5
73153,509,6874,2.5
34141,243,2762,4.0
81226,552,508,3.0
77651,537,940,4.0
13650,88,2617,2.5
63410,457,4975,2.0
53549,387,1962,4.0
91248,605,3548,5.0
15410,102,507,3.0
50529,371,140110,4.5
53165,384,56156,3.5
1578,15,3089,3.0
91685,607,4085,3.0
11823,73,161594,3.0
68279,475,3977,1.0
88206,587,668,3.5
71591,501,81535,2.5
59549,431,356,4.5
9950,70,376,4.0
67041,471,10,4.5
70529,491,299,2.0
84036,564,2420,1.0
81370,553,61024,5.0
77828,539,265,4.0
23809,168,440,4.0
83989,564,2365,5.0
10369,73,780,3.5
79132,547,2908,4.0
10632,73,2353,2.5
27396,199,90405,3.5
9536,65,858,5.0
72905,509,3168,4.0
11578,73,80219,4.0
83264,564,866,5.0
92536,614,2396,3.0
60176,434,1185,4.0
8268,56,50,4.0
54195,388,3421,5.0
99449,665,2048,3.0
79167,547,3019,4.5
53060,384,34162,3.5
98924,664,4369,3.5
82122,561,39,2.5
78195,544,53000,4.0
43371,311,153,3.0
75834,527,3996,4.5
67448,472,1211,3.0
51177,380,300,4.0
37516,270,3949,5.0
35098,251,6539,5.0
6673,38,778,4.0
24169,175,1348,3.0
44479,312,1188,3.0
36002,262,296,4.0
75685,525,3986,4.0
39618,288,594,2.0
92451,613,7153,4.5
86685,580,1206,4.5
81545,555,342,3.0
78827,547,1476,3.0
25199,185,440,3.0
11426,73,58559,5.0
43054,307,527,4.5
26051,190,2630,4.0
77723,537,1223,5.0
66279,468,3363,3.5
77836,539,1259,5.0
31325,224,628,4.0
61485,452,225,2.0
33781,242,1918,4.0
5821,30,4090,3.0
18792,125,1485,5.0
13376,86,302,3.0
50776,373,2858,5.0
40537,294,2572,3.0
75297,522,53322,3.5
14245,93,2321,4.0
38596,283,105,3.0
71557,501,70567,3.0
18562,122,10,3.0
99012,664,8783,3.5
21572,150,1617,3.0
19593,130,2455,3.0
92578,615,555,4.5
83841,564,2092,3.0
90212,598,3512,3.0
49152,358,2194,4.0
95235,624,135887,2.5
27765,201,6539,4.0
95288,625,5618,4.0
91857,608,831,3.0
14775,95,4490,4.0
35452,254,184,4.0
85672,575,937,3.0
26869,197,316,3.0
57972,422,39,4.0
92191,609,4538,1.0
61210,447,555,3.0
98207,656,1513,5.0
55472,401,2529,5.0
52918,384,5040,3.5
78408,546,4370,4.0
29844,213,47610,4.0
87269,580,38038,4.0
14397,94,3409,2.5
12334,77,31221,2.5
42844,306,2356,4.0
93448,623,589,3.5
32379,234,1207,4.0
35117,251,40819,4.0
45385,321,2194,2.0
80153,547,27802,4.0
96104,640,12,3.0
41950,300,1291,4.5
25614,187,5419,1.5
68605,475,71745,3.5
49238,358,2616,3.0
50824,375,288,4.0
93473,623,2716,3.5
38278,278,1304,2.0
97521,654,434,4.0
50029,367,1542,4.0
73789,514,1302,3.0
7890,49,60,3.0
42033,302,594,3.0
97653,654,1527,4.0
56739,408,903,4.0
24391,176,8622,3.5
73167,509,7156,3.5
83257,564,842,3.0
51328,380,1917,4.0
75189,522,1721,2.5
11107,73,7036,3.5
6309,33,5106,2.0
38542,282,2916,3.5
99859,670,1,4.0
60769,441,4903,3.0
54776,391,1357,4.0
81882,558,4844,5.0
65194,463,3917,3.0
97035,649,317,3.0
93420,622,32587,3.0
23149,164,3751,3.5
32998,239,141,4.0
57593,417,8360,4.0
14761,95,4105,5.0
64368,461,1621,3.0
23796,168,378,3.0
17572,118,1267,4.0
7166,43,1380,3.0
97685,654,1888,4.0
4362,23,2762,4.0
77033,534,42,2.0
45129,316,68954,4.0
8969,57,2121,3.0
90235,598,3948,4.0
742,9,2628,3.0
10927,73,4713,4.5
34099,243,2019,4.0
41127,295,357,3.5
47219,346,2087,1.0
85473,574,8360,2.5
14073,92,224,3.0
37377,268,7361,4.5
79591,547,5008,4.0
49664,363,589,5.0
28574,212,1266,3.0
98907,664,3994,4.0
22887,160,3448,3.0
19222,128,3528,4.0
95844,631,1614,3.0
90585,601,34405,4.0
58264,423,4886,1.5
12913,83,101,3.5
961,14,3986,3.0
2121,15,8950,2.0
61641,452,994,3.0
55412,400,588,4.0
78750,547,1253,4.0
61116,446,54286,5.0
84831,569,905,5.0
69426,480,64969,3.5
10184,72,89492,3.5
383,5,1544,3.5
38125,275,80906,5.0
58446,425,1196,4.0
16894,110,225,4.0
7467,48,3717,3.0
42906,306,2736,4.0
56310,406,1237,4.0
82476,562,678,3.5
35329,253,2005,4.5
53585,387,2770,3.0
36792,264,1393,5.0
90497,599,82499,4.0
67388,472,942,4.5
44968,314,127098,4.0
43331,311,6,4.0
10225,73,32,5.0
7170,43,1517,1.0
57383,416,195,4.0
76086,529,1029,3.0
71054,497,1968,5.0
62202,452,3467,4.0
85120,572,6564,3.0
69706,481,7090,4.5
71270,500,3752,3.0
86824,580,2003,3.0
90145,598,2710,3.0
43820,311,1917,3.5
63428,457,5445,1.5
95776,629,296,3.0
5986,30,5620,4.0
55265,397,63859,3.5
87366,580,65982,2.5
9912,69,7153,5.0
11893,75,541,4.0
42276,304,356,4.5
65384,466,41,4.0
53841,388,1183,4.0
10533,73,1762,3.5
58754,427,2324,2.0
68295,475,4386,1.0
10545,73,1884,3.5
69564,481,2529,5.0
7163,43,838,4.0
93092,619,31,3.0
33462,240,6385,4.5
38652,283,2571,2.5
4866,26,6333,0.5
50212,368,2664,4.0
64676,461,4846,3.0
41994,301,3148,3.0
60381,439,39,4.0
2602,15,131013,3.0
72182,506,2,3.0
59770,431,8464,5.0
48760,358,19,1.0
94231,624,4487,1.0
70034,483,7254,2.5
10443,73,1258,4.0
59604,431,1240,4.5
6144,32,252,3.0
75502,524,303,3.0
99756,667,236,3.0
37157,268,919,5.0
78941,547,2067,5.0
39862,292,595,4.0
54056,388,2373,3.0
15324,101,1610,4.0
33891,242,2942,3.0
43907,311,2469,3.0
29628,213,4638,4.0
37796,272,1,4.0
68364,475,6566,0.5
74513,518,2090,5.0
18089,119,2108,4.0
7071,41,8644,4.5
34210,243,5299,3.0
19299,128,5066,4.0
70993,496,835,5.0
59337,430,1704,4.5
80009,547,8542,4.5
24416,176,40815,3.0
94739,624,78105,1.0
72495,509,1078,3.0
32653,236,899,4.5
19209,128,3114,5.0
11292,73,43919,1.0
89619,596,3681,3.5
23091,163,98809,3.5
56632,407,5902,4.5
76527,529,25868,4.0
72009,505,2936,3.5
37381,268,8167,3.5
92835,615,79695,3.0
81466,554,1734,4.0
15001,97,48394,1.5
37926,273,122904,5.0
32562,235,2706,5.0
25019,182,342,3.0
11270,73,36519,2.5
75731,527,34,1.0
29291,213,170,3.0
41553,298,98124,5.0
66217,468,2997,2.5
96504,646,1848,4.0
65357,465,2581,3.0
5987,30,5630,5.0
81696,558,1034,4.0
10728,73,2921,4.0
59379,430,2924,5.0
54759,391,1263,5.0
37898,273,80463,4.0
661,8,4886,3.5
9003,58,952,2.0
31109,221,1101,3.0
33270,239,4221,2.0
90104,598,2028,4.0
88265,587,1185,4.5
43576,311,934,2.0
5037,29,2713,3.0
78930,547,2020,4.5
96184,641,185,4.0
31136,222,1097,4.0
39841,292,434,3.0
4454,23,3994,4.0
28416,212,163,2.5
28929,212,5152,3.0
9524,64,329,4.0
29831,213,45517,3.0
15487,102,1035,5.0
32636,236,260,3.0
14406,94,4011,3.0
61994,452,2490,2.0
50737,373,2417,3.0
49196,358,2382,1.0
49987,367,172,2.0
82690,563,1222,5.0
5949,30,5208,4.0
42916,306,2796,3.0
78321,545,1719,4.0
50105,367,4370,1.0
88364,587,2289,4.0
91522,607,1356,4.5
60414,439,920,5.0
64899,463,914,4.0
33670,242,949,5.0
52723,384,372,3.0
98941,664,4963,3.5
9306,61,8360,2.0
47948,353,1682,3.0
48056,353,4085,3.5
22610,157,90469,1.5
55148,396,327,3.0
84236,564,2850,2.0
53614,387,3097,5.0
89236,595,1191,4.0
51163,380,145,3.0
5083,30,208,2.0
39390,287,4886,5.0
70566,491,2715,1.0
35567,255,648,3.0
89370,596,327,1.5
10316,73,474,3.5
24000,170,3703,3.0
46262,338,34,4.0
94689,624,69604,3.0
58796,427,3175,3.0
87935,585,1242,4.0
78169,544,34542,5.0
70313,487,224,3.0
18716,124,37475,3.5
2569,15,115617,1.5
40850,294,5449,4.0
86503,580,47,4.0
13695,88,4979,4.0
86548,580,318,4.0
43829,311,1950,4.0
98275,656,3717,2.0
18094,119,2118,3.0
34151,243,2987,3.5
2157,15,34150,1.0
79761,547,6538,4.5
28854,212,4015,0.5
79067,547,2651,4.0
29773,213,27660,2.5
74862,519,26326,5.0
44688,313,910,4.0
38761,283,39183,4.5
89847,597,903,5.0
40069,292,32587,4.5
12879,82,165,3.0
21585,150,1722,4.5
32271,232,3341,5.0
15015,98,5,3.0
30807,219,33615,3.0
26432,195,1276,5.0
93935,624,2533,2.0
37019,266,500,3.0
33372,240,2186,4.0
55389,400,318,5.0
30685,219,223,2.0
35543,254,846,4.0
66772,468,44633,4.0
47934,353,1387,3.5
25471,187,724,4.0
18801,125,1729,3.0
53623,387,3217,4.0
97524,654,450,4.0
78720,547,1208,5.0
82231,561,1777,3.5
7669,48,59118,4.5
34134,243,2706,3.5
61090,445,593,3.5
31650,232,102,2.0
35513,254,494,4.0
9309,61,8464,3.0
75076,521,260,4.5
91646,607,3114,4.0
35105,251,8360,4.5
14957,97,2716,2.5
72595,509,1365,4.0
81221,552,365,3.0
73761,514,1249,4.0
84367,564,3160,5.0
92721,615,8371,3.0
41333,295,8957,4.0
74650,518,2565,3.0
34305,244,3578,3.0
57203,412,4016,5.0
41905,299,70994,3.5
36565,262,85881,2.5
65383,466,39,4.0
27533,200,4901,2.5
79360,547,3826,0.5
99755,667,232,4.0
42842,306,2324,4.0
92796,615,60937,2.5
91404,607,316,3.5
5695,30,3269,3.0
86614,580,750,4.5
16535,105,3386,3.0
55452,401,1356,5.0
8279,56,250,5.0
39690,290,5872,4.5
84729,566,26614,5.0
29366,213,832,4.0
53537,387,1939,5.0
68396,475,8636,4.0
20784,142,3543,3.0
96867,648,6051,4.0
82531,562,1923,4.0
73360,510,3100,3.0
10731,73,2948,4.5
57360,416,7,4.0
1903,15,5293,3.0
81748,558,2692,5.0
95585,627,2640,4.0
20904,144,364,5.0
5262,30,1207,5.0
21569,150,1608,3.0
49719,363,1320,3.0
84538,564,3635,5.0
79752,547,6440,2.0
35657,255,8969,2.0
29315,213,367,1.0
18292,119,3461,4.0
97304,652,8699,5.0
92300,610,63082,4.0
26726,195,3760,3.0
33633,242,529,5.0
78923,547,2012,0.5
57148,412,3173,2.0
93223,620,46578,4.0
61828,452,1713,2.0
54848,393,5065,1.5
55057,394,74327,0.5
20439,137,50,5.0
28057,205,52973,3.0
34288,244,1356,4.0
48648,355,7361,4.5
46573,342,1286,4.0
19948,133,7147,0.5
67545,472,1693,2.0
67666,472,2401,4.0
80267,547,45208,1.0
86737,580,1342,3.0
94402,624,6428,3.0
27022,199,296,5.0
5975,30,5452,2.0
40332,294,1064,3.0
18922,125,61323,5.0
97832,654,3148,5.0
13240,85,355,3.0
58433,425,104,3.0
42971,306,3176,4.0
59207,429,2571,2.5
85932,575,3071,4.0
47028,345,3298,4.0
72725,509,2019,4.0
40147,293,5220,3.5
2080,15,7484,4.0
45160,316,122886,4.0
89659,596,4776,2.0
1868,15,4973,2.0
35652,255,8860,3.0
44437,312,586,1.0
74622,518,2432,5.0
1571,15,3044,3.0
62380,452,4273,4.0
77099,534,431,4.0
10961,73,5025,3.0
94078,624,3494,5.0
16971,110,733,5.0
5274,30,1227,5.0
86797,580,1748,1.5
10489,73,1466,4.0
56749,408,1060,4.0
12309,77,7373,4.0
26068,190,2975,4.0
106,3,527,3.0
86696,580,1222,4.5
8656,56,81834,4.0
79980,547,8266,2.5
70830,494,48780,4.0
39998,292,3993,3.0
45417,322,1732,4.0
87192,580,7438,3.5
69974,483,293,4.0
47283,346,3452,5.0
63646,457,98961,0.5
55838,404,216,4.0
32315,232,3527,5.0
63463,457,6870,3.5
82722,563,8874,3.5
70133,486,356,4.0
34175,243,3753,3.0
75302,522,58559,3.5
24377,176,6794,0.5
1888,15,5128,1.0
23830,168,538,3.0
50955,378,2291,4.0
6069,31,527,5.0
45303,320,39183,2.0
73228,510,318,4.0
23875,169,2059,4.0
16660,105,5669,3.0
11604,73,85788,4.0
21255,149,2700,4.0
43866,311,2145,3.5
21790,150,6287,4.0
84121,564,2594,5.0
29866,213,52435,3.0
79901,547,7357,3.5
62513,452,5398,4.0
73426,512,86911,3.5
63454,457,6593,1.0
31274,224,150,5.0
10109,72,6863,3.0
74739,518,3039,4.0
7625,48,52287,3.0
41628,299,1279,4.0
53515,387,1304,5.0
95816,630,2571,3.0
69399,480,55820,4.5
96127,640,736,3.0
53392,386,5064,3.0
94520,624,26409,1.0
63427,457,5418,2.0
47121,346,504,4.0
5473,30,2252,4.0
38617,283,720,5.0
81688,558,908,5.0
53468,387,962,4.0
98231,656,2628,5.0
41240,295,3006,3.5
91461,607,737,1.0
56022,405,2535,2.0
92634,615,2762,4.0
9203,61,158,1.5
97566,654,748,4.0
52739,384,519,3.0
32501,235,500,4.5
5944,30,5161,4.0
72533,509,1206,4.0
4239,23,1584,4.0
1214,15,1215,1.5
30458,216,910,4.0
50133,367,4734,2.0
44246,311,7036,3.0
74005,516,1100,3.0
89403,596,508,3.5
51828,380,45186,3.5
86139,576,2006,4.0
27854,202,3701,4.0
54895,394,589,3.0
91140,605,2405,3.0
16782,107,3176,3.5
70887,496,89,4.0
7569,48,31878,3.0
57774,419,21,3.5
91726,607,5903,4.0
61063,443,112852,5.0
52594,382,68838,4.0
77243,534,2154,2.0
23247,165,527,4.0
80108,547,26242,4.0
10509,73,1599,1.0
60528,439,3317,4.0
82240,561,2081,2.5
48772,358,65,1.0
39658,290,858,5.0
36748,263,4963,3.5
78448,547,47,4.0
90647,602,282,3.0
78404,546,3147,5.0
91748,607,6979,3.5
43424,311,346,3.0
16017,102,3702,4.0
113,3,866,3.0
53739,388,333,4.0
52707,384,172,2.0
37729,271,260,5.0
68587,475,68319,0.5
64636,461,4027,4.0
89857,597,916,4.0
41123,295,318,4.5
77102,534,442,3.0
27146,199,5418,4.0
57267,414,907,4.0
15025,98,1197,4.5
50515,371,115170,4.0
56421,407,1211,4.5
34000,243,480,2.5
9206,61,364,3.5
8275,56,216,4.0
44938,314,356,4.5
20437,137,10,4.0
41164,295,1084,3.5
5055,30,16,5.0
56165,405,4803,3.5
71130,499,953,4.0
50246,369,350,4.0
92206,609,5114,5.0
53070,384,37830,1.5
61406,451,2124,3.0
98747,664,47,4.5
28590,212,1380,4.0
35253,253,592,4.0
93789,624,1645,3.0
98785,664,924,4.0
12733,81,1206,4.0
20735,141,3755,3.0
50488,371,74458,4.0
81761,558,3081,4.0
64909,463,1060,4.0
71168,500,344,2.5
46760,344,367,3.0
62262,452,3735,4.0
47929,353,1298,3.5
87891,585,1078,5.0
62478,452,5023,4.0
24293,176,1381,1.5
23316,165,1517,2.5
43365,311,105,4.0
34105,243,2115,4.0
69496,481,858,5.0
59398,430,3552,2.5
54755,391,1246,3.0
24726,177,2107,3.0
25666,187,8531,3.5
63639,457,95740,0.5
86753,580,1380,3.5
68639,475,79224,3.0
40870,294,5809,3.5
77877,541,2396,2.0
94688,624,69526,1.0
13505,87,785,4.0
19796,132,2174,4.0
51955,380,65642,3.0
43498,311,592,2.0
14784,95,4639,3.0
61272,450,778,4.5
488,6,5952,5.0
58941,427,27838,4.0
86257,577,1275,5.0
52377,382,1416,3.0
63791,459,780,4.0
3851,22,1377,4.0
92062,608,3117,4.0
23329,165,1645,2.5
39813,292,153,3.5
73950,516,374,3.0
81421,553,102123,4.5
64546,461,3082,1.0
8177,53,3274,4.0
42009,302,225,3.0
37379,268,7444,3.5
17906,119,1275,4.0
92623,615,2027,3.0
34943,250,5995,5.0
51682,380,7156,5.0
51831,380,45517,3.0
55513,402,1028,4.5
82438,562,235,4.0
31623,231,1221,4.0
90494,599,81847,5.0
2356,15,80126,1.0
60444,439,1375,2.0
36997,266,150,5.0
17245,111,4308,4.0
41652,299,1785,4.0
94441,624,7007,3.5
97531,654,500,4.5
72394,509,458,3.0
41854,299,42723,4.0
15003,97,54503,4.0
570,7,1291,3.0
58840,427,4642,5.0
47652,350,4226,5.0
11882,75,350,3.0
74885,519,86377,5.0
75998,529,52,4.0
42786,306,2011,3.0
68122,473,7293,5.0
83741,564,1958,4.0
20355,134,89745,5.0
6717,38,6539,4.0
4117,23,942,4.0
9574,66,832,4.0
58489,426,150,4.5
76016,529,307,4.0
15985,102,3548,4.0
25976,189,3186,2.0
23801,168,417,4.0
31846,232,1207,5.0
93039,617,2188,4.0
59299,430,1079,4.0
45508,324,3752,3.0
32854,237,32,2.0
75965,528,4643,2.0
93570,624,223,4.0
31396,227,2231,5.0
68055,472,30707,2.5
32477,235,47,3.0
27882,203,858,5.0
56494,407,2442,4.0
24110,173,1562,3.0
69955,482,2651,5.0
58864,427,5505,4.0
72082,505,4190,3.0
23981,170,1240,3.0
83488,564,1334,4.0
16081,103,2329,4.5
7875,48,111759,4.0
94035,624,3156,2.0
73501,514,194,4.0
83755,564,1975,3.0
90874,605,95,3.0
52620,382,89194,3.0
34025,243,920,4.0
55703,402,68135,4.5
80677,547,104757,4.0
70006,483,1968,4.0
1482,15,2571,5.0
36527,262,64153,1.0
16252,105,377,3.0
45979,330,1580,4.0
84390,564,3239,4.0
32746,236,2732,4.0
7496,48,5570,3.5
8218,54,77846,5.0
98263,656,3251,5.0
44391,312,260,2.0
45119,316,54286,4.5
85599,575,317,3.0
6650,37,3996,5.0
98267,656,3524,4.0
30426,215,1085,4.0
56061,405,2989,3.5
47863,353,410,1.5
85096,572,912,4.0
17722,119,111,5.0
7593,48,44633,4.0
893,13,277,4.0
49728,363,1391,4.0
50525,371,134853,4.5
72606,509,1394,4.0
78889,547,1921,2.0
70416,487,708,4.0
6980,41,2571,5.0
64514,461,2762,4.5
70842,494,94959,4.5
53224,385,266,3.0
63497,457,8623,2.0
43841,311,2012,3.5
94152,624,3980,2.0
63238,457,2513,2.5
46150,334,1,5.0
69561,481,2351,4.5
1735,15,3987,4.0
72601,509,1378,3.0
82397,561,44195,4.0
444,5,33166,5.0
29420,213,1422,4.5
32766,236,3632,5.0
22145,153,1097,5.0
11558,73,78266,2.5
44698,313,1219,3.5
15020,98,357,3.5
18508,121,249,4.0
58691,426,70286,4.0
93460,623,1580,3.5
28990,212,6539,5.0
43624,311,1032,2.0
12774,81,4334,4.5
86586,580,555,3.5
